adm0_name,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
"FRA","HautsdeFrance","2020-03-02",45,45,5962662,8,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,0,0,02mar2020,1,3,2020,2,"HautsdeFrance",0,,,,2.079442,.9808292,,,0,0,1,1,1,.4,0
"FRA","HautsdeFrance","2020-03-03",59,59,5962662,9,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,0,0,03mar2020,2,3,2020,3,"HautsdeFrance",0,14,2.639057,,2.197225,.1177831,,,0,0,1,1,1,.4,0
"FRA","HautsdeFrance","2020-03-04",65,65,5962662,10,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,0,0,04mar2020,3,3,2020,4,"HautsdeFrance",0,6,1.791759,,2.302585,.1053605,,,0,0,1,1,1,.4,0
"FRA","HautsdeFrance","2020-03-05",74,74,5962662,13,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,0,0,05mar2020,4,3,2020,5,"HautsdeFrance",0,9,2.197225,.4054651,2.564949,.2623641,.6189693,,0,0,1,1,1,.4,0
"FRA","HautsdeFrance","2020-03-06",97,97,5962662,15,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,1,.4342,06mar2020,5,3,2020,6,"HautsdeFrance",0,23,3.135494,.9382696,2.70805,.143101,.6189693,,0,0,1,1,1,.4,.4342
"FRA","HautsdeFrance","2020-03-07",173,173,5962662,18,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,1,.4342,07mar2020,6,3,2020,7,"HautsdeFrance",0,76,4.330733,1.195239,2.890372,.1823215,.6189693,,0,0,1,1,1,.4,.4342
"FRA","HautsdeFrance","2020-03-08",173,173,5962662,21,0,0,0,0,.1383739,0,0,0,0,0,0,1,0,2,1,.4342,08mar2020,0,3,2020,8,"HautsdeFrance",0,0,,,3.044523,.1541507,,,0,0,1,1,1,.4,.4342
"FRA","HautsdeFrance","2020-03-09",181,181,5962662,27,0,0,0,0,.1383739,1,.1383739,0,0,0,0,1,0,2,1,.4342,09mar2020,1,3,2020,9,"HautsdeFrance",0,8,2.079442,,3.295837,.2513144,,,0,0,1,1,1,.4276748,.4342
"FRA","HautsdeFrance","2020-03-10",209,209,5962662,37,0,0,0,0,.1383739,1,.1383739,0,0,0,0,1,0,2,1,.5297562,10mar2020,2,3,2020,10,"HautsdeFrance",0,28,3.332205,1.252763,3.610918,.3150809,.6189693,,0,0,1,1,1,.4276748,.5297562
"FRA","HautsdeFrance","2020-03-11",263,263,5962662,50,0,0,0,0,.1383739,1,.1383739,.5,.5,0,0,1,0,2,1,.5297562,11mar2020,3,3,2020,11,"HautsdeFrance",0,54,3.988984,.6567795,3.912023,.3011053,.6189693,,0,0,1,1,1,.5276748,.5297562
"FRA","HautsdeFrance","2020-03-12",349,349,5962662,60,0,0,0,0,.1383739,1,.1383739,.5,.5,0,0,1,0,2,1,.5297562,12mar2020,4,3,2020,12,"HautsdeFrance",0,86,4.454347,.465363,4.094345,.1823215,.6189693,,0,0,1,1,1,.5276748,.5297562
"FRA","HautsdeFrance","2020-03-13",417,417,5962662,80,0,0,0,0,.1383739,1,.1383739,.5,.5,0,0,1,0,2,1,.5297562,13mar2020,5,3,2020,13,"HautsdeFrance",0,68,4.219508,,4.382027,.2876821,,,0,0,1,1,1,.5276748,.5297562
"FRA","HautsdeFrance","2020-03-14",466,466,5962662,100,0,0,0,0,.1383739,1,.1383739,.5,.5,0,0,1,0,2,1,.5297562,14mar2020,6,3,2020,14,"HautsdeFrance",0,49,3.89182,,4.60517,.2231436,,,0,0,1,1,1,.5276748,.5297562
"FRA","HautsdeFrance","2020-03-15",507,507,5962662,120,0,0,0,0,.1383739,1,.1383739,.5,.5,0,1,1,1,2,1,.5297562,15mar2020,0,3,2020,15,"HautsdeFrance",0,41,3.713572,,4.787492,.1823215,,,1,.5,1,1,1,.5276748,.5297562
"FRA","HautsdeFrance","2020-03-16",585,585,5962662,153,0,0,0,0,.1383739,1,.1383739,.5,.5,0,1,1,1,2,1,1,16mar2020,1,3,2020,16,"HautsdeFrance",0,78,4.356709,.643137,5.030438,.2429461,.6189693,,0,.5,1,1,1,.5276748,1
"FRA","HautsdeFrance","2020-03-17",612,612,5962662,195,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"HautsdeFrance",0,27,3.295837,,5.273,.2425618,,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-18",665,665,5962662,245,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"HautsdeFrance",0,53,3.970292,.6744549,5.501258,.2282586,.6189693,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-19",700,700,5962662,295,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"HautsdeFrance",0,35,3.555348,,5.686975,.1857171,,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-20",759,759,5962662,353,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"HautsdeFrance",0,59,4.077538,.5221894,5.866468,.1794925,.6189693,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-21",791,791,5962662,405,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"HautsdeFrance",0,32,3.465736,,6.003887,.1374192,,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-22",936,936,5962662,453,1,1,.33,.33,.1383739,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"HautsdeFrance",0,145,4.976734,1.510998,6.115892,.1120048,.6189693,,0,.665,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-23",1269,1269,5962662,565,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"HautsdeFrance",0,333,5.808143,.831409,6.336826,.2209339,.6189693,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-24",1532,1532,5962662,663,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"HautsdeFrance",0,263,5.572154,,6.496775,.1599493,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-25",1753,1753,5962662,770,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"HautsdeFrance",0,221,5.398163,,6.64639,.1496153,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-26",,,5962662,894,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"HautsdeFrance",0,,,,6.795706,.1493154,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-27",,,5962662,1032,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"HautsdeFrance",0,,,,6.939254,.143548,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-28",,,5962662,1146,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"HautsdeFrance",0,,,,7.044033,.1047792,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-29",,,5962662,1241,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"HautsdeFrance",0,,,,7.123673,.0796399,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-30",,,5962662,1378,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"HautsdeFrance",0,,,,7.228388,.1047153,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-03-31",,,5962662,1492,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"HautsdeFrance",0,,,,7.307873,.0794845,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-01",,,5962662,1583,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"HautsdeFrance",0,,,,7.367077,.0592041,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-02",,,5962662,1689,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"HautsdeFrance",0,,,,7.431892,.064815,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-03",,,5962662,1803,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"HautsdeFrance",0,,,,7.497207,.0653152,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-04",,,5962662,1886,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"HautsdeFrance",0,,,,7.542213,.0450063,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-05",,,5962662,1956,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"HautsdeFrance",0,,,,7.578657,.0364432,,,0,1,1,1,1,1,1
"FRA","HautsdeFrance","2020-04-06",,,5962662,2013,1,1,1,1,.1383739,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"HautsdeFrance",0,,,,7.607381,.0287247,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-02-29",,14,12278210,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"IledeFrance",1,,,,0,,,,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-01",,20,12278210,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"IledeFrance",1,,,,0,0,,,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-02",34,34,12278210,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,02mar2020,1,3,2020,2,"IledeFrance",1,,,,1.791759,1.791759,,,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-03",37,37,12278210,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,03mar2020,2,3,2020,3,"IledeFrance",1,3,1.098612,,2.484907,.6931472,,,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-04",55,55,12278210,23,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,04mar2020,3,3,2020,4,"IledeFrance",1,18,2.890372,1.791759,3.135494,.6505876,,2.036416,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-05",76,76,12278210,37,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,05mar2020,4,3,2020,5,"IledeFrance",1,21,3.044523,.1541507,3.610918,.4754236,,.6383286,0,0,1,0,0,0,0
"FRA","IledeFrance","2020-03-06",89,89,12278210,59,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1360254,06mar2020,5,3,2020,6,"IledeFrance",1,13,2.564949,,4.077538,.4666197,,,0,0,1,0,0,0,.1360254
"FRA","IledeFrance","2020-03-07",104,104,12278210,76,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2376978,07mar2020,6,3,2020,7,"IledeFrance",1,15,2.70805,.143101,4.330733,.2531958,,.6867453,0,0,1,0,0,0,.2376978
"FRA","IledeFrance","2020-03-08",243,243,12278210,95,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.3451565,08mar2020,0,3,2020,8,"IledeFrance",1,139,4.934474,2.226424,4.553877,.2231436,,.9466391,0,0,1,1,0,.2,.3451565
"FRA","IledeFrance","2020-03-09",300,300,12278210,143,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.638106,09mar2020,1,3,2020,9,"IledeFrance",1,57,4.043051,,4.962845,.408968,,,0,0,1,1,0,.2,.638106
"FRA","IledeFrance","2020-03-10",334,334,12278210,195,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.638106,10mar2020,2,3,2020,10,"IledeFrance",1,34,3.526361,,5.273,.3101549,,,0,0,1,1,0,.2,.638106
"FRA","IledeFrance","2020-03-11",492,492,12278210,250,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.638106,11mar2020,3,3,2020,11,"IledeFrance",1,158,5.062595,1.536234,5.521461,.2484612,,1.062407,0,0,1,1,0,.3,.638106
"FRA","IledeFrance","2020-03-12",577,577,12278210,338,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.638106,12mar2020,4,3,2020,12,"IledeFrance",1,85,4.442651,,5.823046,.3015847,,,0,0,1,1,0,.3,.638106
"FRA","IledeFrance","2020-03-13",721,721,12278210,439,0,0,0,0,0,0,0,1,.6464748,0,0,1,0,100,1,.638106,13mar2020,5,3,2020,13,"IledeFrance",1,144,4.969813,.5271621,6.084499,.2614536,,.5195562,0,0,1,1,1,.529295,.638106
"FRA","IledeFrance","2020-03-14",949,949,12278210,526,0,0,0,0,0,0,0,1,.6464748,0,0,1,0,100,1,.638106,14mar2020,6,3,2020,14,"IledeFrance",1,228,5.429346,.4595323,6.265301,.1808019,,.433044,0,0,1,1,1,.529295,.638106
"FRA","IledeFrance","2020-03-15",1209,1209,12278210,628,0,0,0,0,0,0,0,1,.6464748,0,1,1,1,100,1,.638106,15mar2020,0,3,2020,15,"IledeFrance",1,260,5.560682,.1313362,6.44254,.1772389,,.2669481,1,.5,1,1,1,.529295,.638106
"FRA","IledeFrance","2020-03-16",1762,1762,12278210,762,0,0,0,0,0,0,0,1,.6464748,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"IledeFrance",1,553,6.315358,.7546763,6.635947,.1934066,,.4050099,0,.5,1,1,1,.529295,1
"FRA","IledeFrance","2020-03-17",2177,2177,12278210,942,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"IledeFrance",1,415,6.028278,,6.848005,.2120585,,,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-18",2693,2693,12278210,1124,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"IledeFrance",1,516,6.246107,.2178283,7.024649,.1766438,,.4121075,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-19",3384,3384,12278210,1395,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"IledeFrance",1,691,6.53814,.2920332,7.24065,.2160006,,.5370128,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-20",3818,3818,12278210,1696,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"IledeFrance",1,434,6.073044,,7.436028,.1953783,,,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-21",4695,4695,12278210,1984,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"IledeFrance",1,877,6.776507,.7034626,7.59287,.1568422,,.5041444,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-22",5283,5283,12278210,2295,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"IledeFrance",1,588,6.376727,,7.738488,.145618,,,0,.665,1,1,1,1,1
"FRA","IledeFrance","2020-03-23",6211,6211,12278210,2757,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"IledeFrance",1,928,6.833032,.4563046,7.921898,.1834102,,.6268282,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-24",6798,6798,12278210,3304,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"IledeFrance",1,587,6.375025,,8.102889,.1809907,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-25",7660,7660,12278210,3876,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"IledeFrance",1,862,6.759255,.3842306,8.262559,.1596699,,.5066847,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-26",,,12278210,4460,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"IledeFrance",1,,,,8.402905,.1403456,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-27",,,12278210,5174,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"IledeFrance",1,,,,8.551401,.1484966,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-28",,,12278210,5717,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"IledeFrance",1,,,,8.651199,.0997982,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-29",,,12278210,6182,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"IledeFrance",1,,,,8.729397,.0781975,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-30",,,12278210,6895,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"IledeFrance",1,,,,8.838552,.1091547,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-03-31",,,12278210,7487,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"IledeFrance",1,,,,8.920923,.0823717,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-01",,,12278210,7981,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"IledeFrance",1,,,,8.984819,.0638962,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-02",,,12278210,8508,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"IledeFrance",1,,,,9.048762,.0639429,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-03",,,12278210,8972,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"IledeFrance",1,,,,9.101864,.0531015,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-04",,,12278210,9337,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"IledeFrance",1,,,,9.14174,.039876,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-05",,,12278210,9630,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"IledeFrance",1,,,,9.172639,.030899,,,0,1,1,1,1,1,1
"FRA","IledeFrance","2020-04-06",,,12278210,10012,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"IledeFrance",1,,,,9.211539,.0389004,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-02-29",,0,3303500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"Normandie",0,,,,0,,,,0,0,1,0,0,0,0
"FRA","Normandie","2020-03-01",,0,3303500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"Normandie",0,,,,0,0,,,0,0,1,0,0,0,0
"FRA","Normandie","2020-03-06",11,11,3303500,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,06mar2020,5,3,2020,6,"Normandie",0,,,,1.94591,,,,0,0,1,0,0,0,0
"FRA","Normandie","2020-03-07",11,11,3303500,9,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,07mar2020,6,3,2020,7,"Normandie",0,0,,,2.197225,.2513145,,,0,0,1,0,0,0,0
"FRA","Normandie","2020-03-08",22,22,3303500,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,08mar2020,0,3,2020,8,"Normandie",0,11,2.397895,,2.302585,.1053605,,,0,0,1,1,0,.2,0
"FRA","Normandie","2020-03-09",25,25,3303500,11,0,0,0,0,0,1,.2093092,.5,.1046546,0,0,1,0,1000,1,.2093092,09mar2020,1,3,2020,9,"Normandie",0,3,1.098612,,2.397895,.0953102,,,0,0,1,1,0,.2627928,.2093092
"FRA","Normandie","2020-03-10",37,37,3303500,12,0,0,0,0,0,1,.2093092,.5,.1046546,0,0,1,0,1000,1,.2093092,10mar2020,2,3,2020,10,"Normandie",0,12,2.484907,1.386294,2.484907,.0870113,.6189693,,0,0,1,1,0,.2627928,.2093092
"FRA","Normandie","2020-03-11",54,54,3303500,14,0,0,0,0,0,1,.2093092,1,.6046546,0,0,1,0,1000,1,.2093092,11mar2020,3,3,2020,11,"Normandie",0,17,2.833213,.3483067,2.639057,.1541507,.6189693,,0,0,1,1,0,.3627928,.2093092
"FRA","Normandie","2020-03-12",68,68,3303500,16,0,0,0,0,0,1,.2093092,1,.6046546,0,0,1,0,1000,1,.2093092,12mar2020,4,3,2020,12,"Normandie",0,14,2.639057,,2.772589,.1335313,,,0,0,1,1,0,.3627928,.2093092
"FRA","Normandie","2020-03-13",97,97,3303500,25,0,0,0,0,0,1,.2093092,1,.6046546,0,0,1,0,100,1,.2093092,13mar2020,5,3,2020,13,"Normandie",0,29,3.367296,.7282383,3.218876,.4462872,.6189693,,0,0,1,1,1,.5627928,.2093092
"FRA","Normandie","2020-03-14",127,127,3303500,29,0,0,0,0,0,1,.2093092,1,.6046546,0,0,1,0,100,1,.2093092,14mar2020,6,3,2020,14,"Normandie",0,30,3.401197,.0339017,3.367296,.1484199,.6189693,,0,0,1,1,1,.5627928,.2093092
"FRA","Normandie","2020-03-15",143,143,3303500,33,0,0,0,0,0,1,.2093092,1,.6046546,0,1,1,1,100,1,.2093092,15mar2020,0,3,2020,15,"Normandie",0,16,2.772589,,3.496508,.1292119,,,1,.5,1,1,1,.5627928,.2093092
"FRA","Normandie","2020-03-16",156,156,3303500,36,0,0,0,0,0,1,.2093092,1,.6046546,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"Normandie",0,13,2.564949,,3.583519,.0870113,,,0,.5,1,1,1,.5627928,1
"FRA","Normandie","2020-03-17",174,174,3303500,44,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"Normandie",0,18,2.890372,.3254225,3.78419,.2006707,.6189693,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-18",208,208,3303500,59,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Normandie",0,34,3.526361,.6359887,4.077538,.2933478,.6189693,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-19",241,241,3303500,68,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Normandie",0,33,3.496508,,4.219508,.1419702,,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-20",287,287,3303500,80,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Normandie",0,46,3.828641,.3321338,4.382027,.162519,.6189693,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-21",345,345,3303500,107,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Normandie",0,58,4.060443,.2318015,4.672829,.290802,.6189693,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-22",462,462,3303500,122,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Normandie",0,117,4.762174,.7017312,4.804021,.1311922,.6189693,,0,.665,1,1,1,1,1
"FRA","Normandie","2020-03-23",511,511,3303500,158,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"Normandie",0,49,3.89182,,5.062595,.258574,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-24",586,586,3303500,193,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"Normandie",0,75,4.317488,.425668,5.26269,.2000952,.6189693,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-25",688,688,3303500,226,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Normandie",0,102,4.624973,.3074846,5.420535,.157845,.6189693,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-26",,,3303500,278,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"Normandie",0,,,,5.627621,.2070861,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-27",,,3303500,315,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"Normandie",0,,,,5.752573,.1249514,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-28",,,3303500,356,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"Normandie",0,,,,5.874931,.1223583,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-29",,,3303500,392,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"Normandie",0,,,,5.971262,.0963311,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-30",,,3303500,434,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"Normandie",0,,,,6.073044,.1017823,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-03-31",,,3303500,480,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"Normandie",0,,,,6.173786,.1007419,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-01",,,3303500,523,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"Normandie",0,,,,6.259582,.0857954,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-02",,,3303500,564,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"Normandie",0,,,,6.335054,.0754728,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-03",,,3303500,607,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"Normandie",0,,,,6.408529,.0734744,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-04",,,3303500,628,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"Normandie",0,,,,6.44254,.0340114,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-05",,,3303500,657,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"Normandie",0,,,,6.487684,.0451441,,,0,1,1,1,1,1,1
"FRA","Normandie","2020-04-06",,,3303500,672,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"Normandie",0,,,,6.510258,.0225739,,,0,1,1,1,1,1,1
"FRA","NouvelleAquitaine","2020-02-29",,1,5999982,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"NouvelleAquitaine",0,,,,0,,,,0,0,1,0,0,0,0
